Data,Acompanhamentos,Prato Principal,Guarnição,Salada,Sobremesa,Refresco,Extra,Nota Técnica
2017-06-19,ARROZ E FEIJÃO,Ovo cozido,Refogado de vagem e brócolis,Alface / abobrinha ralada,Laranja,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Contém ovos. Não contém lactose.
2017-06-20,ARROZ E FEIJÃO,Almôndega ao sugo,Polenta cremosa,Beterraba ralada,Banana nanica,Maracujá,PÃO E CAFÉ,Contém glúten no pão.
2017-06-21,ARROZ E FEIJÃO,Bife à parmegiana,--------,Almeirão,Larnaja pera,Abacaxí,PÃO E CAFÉ,Contém glúten no pão e no bife à parmegiana. Contém lactose no bife à parmegiana. Contém ovos no bife à parmegiana.
2017-06-22,ARROZ E FEIJÃO,Carne em cubos com batata doce,--------,Mista verde,Maçã,Abacaxí,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose e ovos.
2017-06-23,ARROZ E FEIJÃO,Feijoada,Couve refogada,Vinagrete,Laranja pera,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2017-06-26,ARROZ E FEIJÃO,Peixe frito,Legumes refogados,Veneza,Iogurte,Manga,PÃO E CAFÉ,Contém glúten no pão.
2017-06-27,ARROZ E FEIJÃO,Nuggets frito,Batata ao molho branco,Multicor,Maçã,Uva,PÃO E CAFÉ,"Contém glúten no pão, na batata ao molho branco e no nuggets frito. Contém lactose na batata ao molho branco. Não contém ovos."
2017-06-28,ARROZ E FEIJÃO,Carne picada com batata,------,Tomate,Arroz doce,Cajú,PÃO E CAFÉ,Contém glúten no pão.
2017-06-29,ARROZ E FEIJÃO,Bisteca suína frita,Ravioli ao sugo,Acelga e vagem,Banana nanica,Cajú,PÃO E CAFÉ,Contém glúten no pão e no ravioli ao sugo. Contém lactose no ravioli ao sugo. Não contém ovos.
2017-06-30,ARROZ E FEIJÃO,Carne picada com vagem e cenoura,------,Chuchu,Maçã,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2017-07-03,ARROZ E FEIJÃO,Bife à milanesa,Patata refogada,Alface,Laranja,Manga,PÃO E CAFÉ,Contém glúten no pão e no bife à milanesa. Contém ovos e lactose no bife à milanesa.
2017-07-04,ARROZ E FEIJÃO,Carne assada ao molho de tomate,Polenta cremosa,Beterrada ralada,Maçã,Cajú,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose e ovos.
2017-07-05,ARROZ E FEIJÃO,Isca de carne com batata e cenoura,------,Almeirão,Gelatina de cereja,Laranja,PÃO E CAFÉ,Contém glúten no pão.
2017-07-06,ARROZ E FEIJÃO,Quibe assado,Macarrão ao sugo,Berinjela,Laranja,Uva,PÃO E CAFÉ,Contém glúten no pão.
2017-07-07,ARROZ E FEIJÃO,"Carne em cubos com cebola, pimentão, e ervilha",------,Alface,Banana nanica,Abacaxí,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose e ovos.
2017-07-10,ARROZ E FEIJÃO,Peixe frito,Abóbora refogada,Almeirão,Iogurte,Cajú,PÃO E CAFÉ,Contém glúten no pão e no peixe frito. Contém lactose no iogurte. Não contém ovos.
2017-07-11,ARROZ E FEIJÃO,Linguiça de frango assada,Legumes refogado,Beterraba ralada,Bolinho de baunilha com recheio de chocolate,Uva,PÃO E CAFÉ,Contém glúten no pão e no bolo de baunilha recheado com chocolate. Contém ovos no bolo de baunilha recheado com chocolate. Contém lactose no bolo de baunilha recheado com chocolate .
2017-07-12,ARROZ E FEIJÃO,Bisteca suína acebolada,Virado de banana,Repolho bicolor,Maçã,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose e ovos.
2017-07-13,ARROZ E FEIJÃO,Bife de panela,Ravioli ao molho rosê,Multicor,Laranja pera,Manga,PÃO E CAFÉ,Contém glúten no pão e no ravioli ao molho rosê. Contém lactose no ravioli ao molho rosê Contém ovos no ravioli ao molho rosê.
2017-07-14,ARROZ E FEIJÃO,Acém em cubos com batata doce,------,Couve,Banana nanica,Abacaxí,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2017-07-17,ARROZ E FEIJÃO,Carne assada ao molho inglês,Farofa com carne e ovos,Escarola com rabanete,Laranja pera,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Contém ovos na farofa. Não contém lactose.
2017-07-18,ARROZ E FEIJÃO,Linguiça de frango assada,Ravioli ao molho rosê,"batata com cenoura, vagem e ovos",Iogurte,Larana,PÃO E CAFÉ,Contém glúten no pão e no ravioli ao molho rosê. Contém lactose no iogurte e no ravioli ao molho rosê. Contém ovos no ravioli ao molho rosê.
2017-07-19,ARROZ E FEIJÃO,Peixe empanado,Couve refogada,Almeirão / ovo,Maçã,Cajú,PÃO E CAFÉ,Contém glúten no pão e no peixe empanado. Contém ovos na salada. Não contém lactose.
2017-07-20,ARROZ E FEIJÃO,Bisteca suína assada,Abóbora refogada,Acelga,Bolinho de baunilha com recheio de chocolate,Tangerina,PÃO E CAFÉ,Contém glúten no pão e no bolinho de baunilha com recheio de chocolate. Contém lactose no bolinho de baunilha com recheio de chocolate. Contém ovos no bolinho de baunilha com recheio de chocolate.
2017-07-21,ARROZ E FEIJÃO,Feijoada,Couve refogada,Tomate,Laranja pera,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2017-07-24,ARROZ E FEIJÃO,Almondegas ao sugo,Macarrão ao alho e óleo,Cenoura ralada,Banana,Abacaxi,PÃO E CAFÉ,Contém glúten no pão e no macarrão ao alho e óleo. Não contém lactose. Contém ovos no macarrão ao alho e óleo.
2017-07-25,ARROZ E FEIJÃO,Strogonoff de carne,Batata frita,Tomate,Doce de leite,Manga,PÃO E CAFÉ,Contém glúten no pão e no strogonoff. Contém lactose no strogonoff e no doce de leite. Não contém ovos.
2017-07-27,ARROZ E FEIJÃO,Carne assada ao molho de laranja,Farofa,Escarola,Barra de cereal sabor morango com cobertura de cho,Uva,PÃO E CAFÉ,Contém glúten no pão e na barra de cereal sabor morango com cobertura de chocolate. Contém lactose na barra de cereal sabor morango com cobertura de chocolate. Não contém ovos.
2017-07-31,ARROZ E FEIJÃO,Escondidinho de carne,-------,Almeirão,Iogurte,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Contém lactose no escondidinho de carne e no iogurte. Não contém ovos.
2017-08-02,ARROZ E FEIJÃO,Nuggets assado,Chuhu refogado,Cenoura ralada,Tangerina murcott,Cajú,PÃO E CAFÉ,Contém glúten no pão e no nuggets. Contém lactose no nuggets. Não contém ovos.
2017-08-03,ARROZ E FEIJÃO,Bife de panela,Batata refogada,Alface,Maçã,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2017-08-04,ARROZ E FEIJÃO,Frango assado,Escarola refogada,Cenoura ralada,Laranja pera,Uva,PÃO E CAFÉ,Contém glúten no pão.
2017-08-07,ARROZ E FEIJÃO,Steak assado,Creme de ervilha,Acelga com cenoura e azeitona,Banana nanica,Tngerina,PÃO E CAFÉ,Contém glúten no pão.
2017-08-08,ARROZ E FEIJÃO,Carne assada ao molho inglês,Macarrão ao molho rosê,Alface,Maçã,Maracujá,PÃO E CAFÉ,Contém glúten no pão e no macarrão ao molho rosê. Contém lactose no macarrão ao molho rosê. Contém ovos no macarrão ao molho rosê.
2017-08-09,ARROZ E FEIJÃO,Carne em cubos com batata doce,------,Almeirão,Iogurte,Laranja,PÃO E CAFÉ,Contém glúten no pão. Contém lactose no iogurte. Não contém ovos.
2017-08-10,ARROZ E FEIJÃO,Peixe frito,------,Jardineira de legumes,Melancia,Manga,PÃO E CAFÉ,Suco de manga.
2017-08-11,ARROZ E FEIJÃO,Carne em cubos com mandioca,------,Verde,Laranja pera,Cajú,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2017-08-14,ARROZ E FEIJÃO,Almôndegas ao sugo,Polenta cremosa,Tabule,Tangerina murcott,Limão,PÃO E CAFÉ,Contém glúten no pão.
2017-08-15,ARROZ E FEIJÃO,Copa lombo ao molho de laranja,Farofa,Rúcula com acelga,Banana nanica,Uva,PÃO E CAFÉ,Contém glúten no pão.
2017-08-16,ARROZ E FEIJÃO,Strogonoff de frango,Batata refogada,Alface / Abobrinha ralada,Laranja pera,Tangerina,PÃO E CAFÉ,Contém glúten no pão e no strogonoff de frango. Contém lactose no strogonoff de frango. Naõ contém ovos.
2017-08-17,ARROZ E FEIJÃO,Linguiça suína assada,Cenoura refogada,Couve,Laranja pera,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2017-08-18,ARROZ E FEIJÃO,Carne picada com batata,------,Beterraba ralada,Iogurte,Laranja,PÃO E CAFÉ,Contém glúten no pão. Contém lactose no iogurte. Não contém ovos.
2017-08-21,ARROZ E FEIJÃO,Ovos cozidos,Jardineira de legumes,Alface,Maçã,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose. Contém ovos no prato principal.
2017-08-22,ARROZ E FEIJÃO,"Bife à francesa (ervilha, tomate, cebola e molho inglês)",------,Mista verde,Laranja pera,Cajú,PÃO E CAFÉ,Contém glúten no pão
2017-08-23,ARROZ E FEIJÃO,Nuggets assado,Chuchu refogado,Escarola,Banana nanica,Limão,PÃO E CAFÉ,Contém glúten no pão e no nuggets. Contém lactose no nuggets. Não contém ovos.
2017-08-24,ARROZ E FEIJÃO,Feijoada,Farofa,Almeirão,Laranja pera,Abacaxí,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2017-08-25,ARROZ E FEIJÃO,Carne em cubos com mandioquinha,Couve refogada,Tomate com cebola,Laranja pera,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2017-08-28,ARROZ E FEIJÃO,Strogonoff de carne,Batata palha,Alface com tomate e azeitona preta,Maria mole com chocolate,Maracujá,PÃO E CAFÉ,Contém glúten no pão e no strogonoff de carne. Contém lactose no strogonoff de carne e na maria mole. Não contém ovos.
2017-08-29,ARROZ E FEIJÃO,Frango ao molho de maracujá,"Macarrão à primavera (ervilha, milho, tomate e azeitona verde)",Acelga com cenoura e croutons,Doce de leite,Laranja,PÃO E CAFÉ,Contém glúten no pão e no macarrão à primavera. Contém lactose no frango ao molho de maracujá e no doce de leite. Contém ovos no macarrão à primavera.
2017-08-30,ARROZ E FEIJÃO,Bife ao molho de queijo e bacon,Nhoque ao sugo,Legumes misto,Barra de cereal,Manga,PÃO E CAFÉ,"Contém glúten no pão, no nhoque ao sugo e na barra de cereal. Contém lactose no bife ao molho e na barra de cereal. Não contém ovos."
2017-08-31,ARROZ E FEIJÃO,Isca de frango ao molho branco,Batata refogada,Alface,Cocada cremosa,Cajú,PÃO E CAFÉ,Contém glúten no pão e na isca de frango ao molho. Contém lactose na isca de frango ao molho e no brigadeiro cremoso. Não contém ovos.
2017-09-04,ARROZ E FEIJÃO,Frango com azeitona,------,Batata,Maça,Maracujá,PÃO E CAFÉ,Contém glúten no pão.
2017-09-05,ARROZ E FEIJÃO,Carne picada com batata doce,------,Escarola,Laranja,Tangerina,PÃO E CAFÉ,Contém glúten no pão.
2017-09-06,ARROZ E FEIJÃO,Frango assado,Acelga refogada,Almeirão com cenoura ralada,Banana nanica,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose e ovos.
2017-09-11,ARROZ E FEIJÃO,Ovo cozido,Abobrinha refogada,Alface com beterraba,Laranja,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose. Contém ovos no prato principal.
2017-09-12,ARROZ E FEIJÃO,Ovo cozido,Abobrinha com cenoura e tomate refogados,Almeirão,Maçã,Laranja,PÃO E CAFÉ,Contém glúten no pão.
2017-09-13,ARROZ E FEIJÃO,Isca de carne com mandioquinha,------,Pepino com rabanete/alface com agrião,Maçã,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2017-09-14,ARROZ E FEIJÃO,Bife de panela,Creme de ervilha,Rúcula,Cocada branca,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Contém leite na cocada branca. Não contém ovos.
2017-09-18,ARROZ E FEIJÃO,Linguiça toscana assada,Virado de banana,Acelga com repolho roxo,Laranja,Limão,PÃO E CAFÉ,Contém glúten no pão.
2017-09-19,ARROZ E FEIJÃO,Paleta suína ao molho de limão,Quibebe,Couve,Maçã,Laranja,PÃO E CAFÉ,Contém glúten no pão.
2017-09-20,ARROZ E FEIJÃO,Frango ao molho,Polenta cremosa,Pepino com rabanete,Banana,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2017-09-21,ARROZ E FEIJÃO,"Isca de carne à primavera (tomate, cebola, milho, ervilha, palmito e azeitona)",------,Alface,Melancia,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose e ovos.
2017-09-22,ARROZ E FEIJÃO,Bife acebolado,------,Italiana,Curau,Limão,PÃO E CAFÉ,Contém glúten no pão.
2017-09-25,ARROZ E FEIJÃO,Isca de frango à suiça,------,Verde,Banana,Laranja,PÃO E CAFÉ,Contém glúten no pão.
2017-09-26,ARROZ E FEIJÃO,Carne assada ao molho inglês,Farofa,Escarola,Maçã,Maracujá,PÃO E CAFÉ,Contém glúten no pão.
2017-09-27,ARROZ E FEIJÃO,Carne em cubos com mandioquinha,------,Soja com tomate,Gelatina,Tangerina,PÃO E CAFÉ,Contém glúten no pão.
2017-09-28,ARROZ E FEIJÃO,Peixe assado ao vinagrete,Chuchu refogado,Almeirão com nabo,Iogurte,Caju,PÃO E CAFÉ,Contém glúten no pão.
2017-09-29,ARROZ E FEIJÃO,Linguiça toscana assada,Batata refogada,Alface,Laranja,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e glúten.
2017-10-02,ARROZ E FEIJÃO,Frango ao molho,Repolho refogado,Escarola,Iogurte,Abacaxí,PÃO E CAFÉ,Contém glúten no pão. Contém lactose no iogurte. Não contém ovos.
2017-10-03,ARROZ E FEIJÃO,CARNE EM CUBOS COM MANDIOQUINHA,-,COUVE,LARANJA PERA,MANGA,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2017-10-04,ARROZ E FEIJÃO,BIFE À PIZZAIOLO,-,ALMEIRÃO,DOCE DE LEITE,LARANJA,PÃO E CAFÉ,Contém glúten no pão. Contém lactose no bife à pizzaiolo e no doce de leite. Não contém ovos.
2017-10-05,ARROZ E FEIJÃO,LINGUIÇA TOSCANA ASSADA,QUIBEBE,MULTICOR COM BETERRABA,BANANA NANICA,CAJU,PÃO E CAFÉ,Contém glúten no pão e na linguiça toscana assada. Não contém ovos e lactose.
2017-10-06,ARROZ E FEIJÃO,ISCA DE CARNE COM BATATA,-,ALFACE COM CENOURA,MAÇÃ,LIMÃO,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2017-10-09,ARROZ E FEIJÃO,CARNE EM CUBOS COM ABOBRINHA,-,TOMATE,BANANA NANICA,TANGERINA,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2017-10-10,ARROZ E FEIJÃO,COPA LOMBO ASSADO,MACARRÃO AO SUGO,COUVE,MAÇÃ,UVA,PÃO E CAFÉ,Contém glúten no pão e no macarrão ao sugo. Contém ovos no macarrão ao sugo. Não contém lactose.
2017-10-11,ARROZ E FEIJÃO,FRANGO ASSADO,BATATA REFOGADA,ALFACE,LARANJA,ABACAXI,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2017-10-16,ARROZ E FEIJÃO,ALMÔNDEGA AO SUGO,MACARRÃO AO ALHO E ÓLEO,REPOLHO BICOLOR,MAÇÃ,MARACUJÁ,PÃO E CAFÉ,"Contém glúten no pão, na almôndega ao sugo e no macarrão ao alho e óleo. Contém ovos no macarrão ao alho e óleo. Não contém lactose."
2017-10-17,ARROZ E FEIJÃO,CARNE EM CUBOS COM ABÓBORA,------,ALMEIRÃO,BRIGADEIRO DE COLHER,ABACAXI,PÃO E CAFÉ,Contém glúten no pão. Contém lactose no brigadeiro de colher. Não contém ovos.
2017-10-18,ARROZ E FEIJÃO,FRANGO ASSADO,CENOURA REFOGADA,TABULE/ALMEIRÃO,IOGURTE,MANGA,PÃO E CAFÉ,Contém glúten no pão e no trigo para quibe. Contém lactose no iogurte sabor morango. Não contém ovos.
2017-10-19,ARROZ E FEIJÃO,PEIXE FRITO,CREME DE CENOURA,ESCAROLA,BANANA NANICA,LARANJA,PÃO E CAFÉ,"Contém glúten no pão, no peixe frito e no creme de cenoura. Contém lactose no creme de cenoura. Não contém ovos."
2017-10-20,ARROZ E FEIJÃO,ISCA DE CARNE COM ABOBRINHA,------,SALADA DE ACELGA,LARANJA PERA,CAJU,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2017-10-23,ARROZ E FEIJÃO,FRANGO ASSADO,POLENTA AO SUGO,ALFACE,MELANCIA,LIMÃO,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2017-10-24,ARROZ E FEIJÃO,STEAK ASSADO,CREME DE ERVILHA,PEPINO,MAÇÃ,UVA,PÃO E CAFÉ,Contém glúten no pão e no steak. Contém lactose no steak e no creme de milho. Não contém ovos.
2017-10-25,ARROZ E FEIJÃO,CARNE EM CUBOS COM BATATA,-,ALMEIRÃO,BANANA,TANGERINA,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2017-10-26,ARROZ E FEIJÃO,ISCA DE FRANGO EMPANADA,BRÓCOLIS E COUVE FLOR REFOGADOS,ACELGA COM CENOURA,PUDIM DE COCO COM AMEIXA,ABACAXI,PÃO E CAFÉ,Contém glúten no pão. Contém lactose no pudim de coco e na isca de frango empanada. Contém ovos na isca de frango empanada.
2017-10-27,ARROZ E FEIJÃO,PEIXE ASSADO,-,MAIONESE/ALFACE,LARANJA,MANGA,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose. Contém ovos na maionese.
2017-10-30,ARROZ E FEIJÃO,FRANGO ASSADO,ISCA DE FRANGO COM MILHO,ALFACE / TOMATE,BANANA NANICA,LARANJA,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2017-10-31,ARROZ E FEIJÃO,BIFE À MILANESA,MACARRÃO AO SUGO COM QUEIJO,ESCAROLA,COCADA BRANCA,CAJU,PÃO E CAFÉ,"Contém glúten no pão, no bife à milanesa e no macarrão ao sugo com queijo. Contém leite no bife à milanesa, no macarrão ao sugo com queijo e na cocada. Contém ovos no no bife à milanesa e no macarrão ao sugo com queijo."
2017-11-06,ARROZ E FEIJÃO,Carne em cubos com mandioca,------,Pepino,Laranja pera,Abacaxí,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2017-11-07,ARROZ E FEIJÃO,Nuggets assado,Chuchu refogado,Escarola,Maçã,Uva,PÃO E CAFÉ,Contém glúten no pão e no nuggets assado. Contém lactose no nuggets assado. Não contém ovos.
2017-11-08,ARROZ E FEIJÃO,Bife ao vinagrete quente,------,Beterraba cozida,Cocada branca,Cajú,PÃO E CAFÉ,Contém glúten no pão. Contém lactose na cocada branca. Não contém ovos.
2017-11-10,ARROZ E FEIJÃO,Isca de carne com batata,------,Almeirão,Banana nanica,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2017-11-13,ARROZ E FEIJÃO,Bife ao molho de tomate,Macarrão com abobrinha,Alface,Laranja,Tangerina,PÃO E CAFÉ,Contém glúten no pão.
2017-11-14,ARROZ E FEIJÃO,Carne assada ao molho shoyo,Abóbora refogada,Acelga,Iogurte,Laranja,PÃO E CAFÉ,Contém glúten no pão. Contém lactose no iogurte.
2017-11-16,ARROZ E FEIJÃO,Frango assado,Cenoura refogada,Escarola,Maçã,Manga,PÃO E CAFÉ,Contém glúten no pão.
2017-11-17,ARROZ E FEIJÃO,Quibe assado,Creme de espinafre,Repolho bicolor,Banana,Abacaxi,PÃO E CAFÉ,Contém glúten no pão e no quibe. Contém lactose no creme de espinafre.
2017-11-21,ARROZ E FEIJÃO,-,Quibebe,Acelga,Maçã,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2017-11-22,ARROZ E FEIJÃO,Strogonoff de carne,Batata refogada,Escarola,Laranja,Caju,PÃO E CAFÉ,Contém glúten no pão. Contém lactose no strogonoff.
2017-11-23,ARROZ E FEIJÃO,Frango assado,------,Alface com rabanete,Iogurte,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Contém lactose no iogurte.
2017-11-24,ARROZ E FEIJÃO,Carne picada a romanesca,------,Berinjela,MELANCIA,Limão,PÃO E CAFÉ,Contém glúten no pão.
2017-11-27,ARROZ E FEIJÃO,Bife à pizzaiolo,Escarola refogada,Beterraba ralada,Banana nanica,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Contém lactose no bife à pizzaiolo.
2017-11-28,ARROZ E FEIJÃO,Carne desfiada,Batata refogada,Couve com laranja,maçã,Abacaxí,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2017-11-29,ARROZ E FEIJÃO,Frango assado,Chuchu refogado,Acelga com couve,Laranja,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2017-11-30,ARROZ E FEIJÃO,Linguiça toscana assada,Farofa,Alface,Iogurte,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Contém lactose na farofa e no iogurte.
2017-12-01,ARROZ E FEIJÃO,Carne em cubos com batata,--,Escarola,Maçã,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2017-12-04,ARROZ E FEIJÃO,Isca de frango com ervilha e tomate,Macarrão à primavera,Mista crua,Banana,Uva,PÃO E CAFÉ,Contém glúten no pão e no macarrão à primavera. Contém lactose no macarrão à primavera.
2017-12-05,ARROZ E FEIJÃO,Salsicha a molho de tomate,Abobrinha refogada,Acelga,Laranja,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2017-12-06,ARROZ E FEIJÃO,Bife à pizzaiolo,--,Alface,Maçã,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Contém lactose no bife à pizzaiolo.
2017-12-07,ARROZ E FEIJÃO,Frango assado,--,Jardineira de legumes,Iogurte,Limão,PÃO E CAFÉ,Contém glúten no pão. Contém lactose no iogurte.
2017-12-08,ARROZ E FEIJÃO,Carne em cubos com mandioquinha,--,Alface,Melancia,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2017-12-11,ARROZ E FEIJÃO,Isca de carne ao molho rosê,Batata refogada,Pepino,Iogurte,Laranja,PÃO E CAFÉ,Contém glúten no pão. Contém lactose na isca de carne ao molho rosê e no iogurte.
2017-12-12,ARROZ E FEIJÃO,Linguiça toscana assada,Creme de ervilha,Couve,Banana,Manga,PÃO E CAFÉ,Contém glúten no pão e no creme de ervilha. Contém lactose no creme de ervilha.
2017-12-13,ARROZ E FEIJÃO,Frango assado,Polenta ao sugo com queijo,Beterraba com milho e ervilha,Laranja,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Contém lactose na polenta ao sugo com queijo.
2017-12-14,ARROZ E FEIJÃO,Bife acebolado,Chuchu refogado,Alface,Pudim de chocolate,Uva,PÃO E CAFÉ,Contém glúten no pão. Contém lactose no pudim de chocolate.
2017-12-15,ARROZ E FEIJÃO,Peixe frito,Creme de milho,Acelga,Gelatina de cereja,Caju,PÃO E CAFÉ,"Contém glúten no pão, peixe frito e creme de milho. Contém lactose no creme de milho."
2017-12-18,ARROZ E FEIJÃO,Quibe frito,Couve refogada,Escarola,Laranja,Maracujá,PÃO E CAFÉ,Contém glúten no pão e quibe frito. Não contém lactose.
2017-12-19,ARROZ E FEIJÃO,Frango frito,Cenoura refogada,Berinjela à escabeche,Maçã,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2017-12-20,ARROZ E FEIJÃO,Quibe frito,Quibebe,Alface,Banana,Tangerina,PÃO E CAFÉ,Contém glúten no pão e no quibe frito. Não contém lactose.
2017-12-21,ARROZ E FEIJÃO,Bife ao molho,Cenoura refogada,Tomate,Uva,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-01-11,ARROZ E FEIJÃO,Carne em cubos com cenoura,------,Beterraba ralada,Banana nanica,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-01-15,ARROZ E FEIJÃO,Bisteca suína frita,Acelga refogada,Alface,Banana nanica,Abacaxí,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-01-18,ARROZ E FEIJÃO,Frango assado,Macarrão ao alho e óleo,Tomate,Laranja pera,Tangerina,PÃO E CAFÉ,Contém glúten no pão e no macarrão. Não contém lactose.
2018-01-22,ARROZ E FEIJÃO,Peixe frito,Chuchu ao molho branco,Repolho,Maçã,Manga,PÃO E CAFÉ,"Contém glúten no pão, peixe frito e chuchu ao molho branco. Contém lactose no chuchu ao molho branco."
2018-01-25,ARROZ E FEIJÃO,Carne em cubos com mandioquinha,------,Almeirão,Maçã,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-01-30,ARROZ E FEIJÃO,Quibe assado,Creme de ervilha,Repolho,Doce de leite,Limão,PÃO E CAFÉ,Contém glúten no pão e no quibe assado. Contém lactose no doce de leite e no creme de ervilha.
2018-01-31,ARROZ E FEIJÃO,"Carne em cubos com batata, milho e azeitona preta",------,Mista verde,Iogurte,Limão,PÃO E CAFÉ,Contém glúten no pão . Contém lactose no iogurte.
2018-02-01,ARROZ E FEIJÃO,Nuggets assado,Macarrão ao molho rosê,Legumes misto,Banana nanica,Uva,PÃO E CAFÉ,"Contém glúten no pão , nuggets assado e macarrão ao molho rosê. Contém lactose no nuggets assado e macarrão ao molho rosê."
2018-02-02,ARROZ E FEIJÃO,Carne em cubos com abobrinha,------,Tomate,Banana nanica,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-02-05,ARROZ E FEIJÃO,Peixe frito,Chuchu refogado,Alface,Doce de abóbora em calda,Manga,PÃO E CAFÉ,Contém glúten no pão e no peixe frito. Não contém lactose.
2018-02-21,ARROZ E FEIJÃO,Frango assado,Macarrão ao Alho e Óleo,Acelga com abacaxi,Pudim de coco,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Contém ovos e lactose no macarrão.
2018-02-22,ARROZ E FEIJÃO,Almondegas ao sugo,Purê de batata,Cenoura ralada com ovos,laranja,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Contém ovos na salada e lactose no purê de batata.
2018-02-23,ARROZ E FEIJÃO,Peixe frito,Creme de ervilha,Tomate com moyashi,Banana,limão,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2018-03-01,ARROZ E FEIJÃO,Almôndegas ao sugo,Cuscuz de legumes,Almeirão,Goiabada,Maracujá,PÃO E CAFÉ,Contém glúten no pão e na Almôndegas ao sugo. Não contém lactose.
2018-03-02,ARROZ E FEIJÃO,Salsicha,Purê de batata,"Tomate,cebola e azeitona preta",Banana nanica,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Contém lactose no purê de batata.
2018-03-05,ARROZ E FEIJÃO,Feijão Branco com legumes,Legumes refogados,Couve,Melancia,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-03-06,ARROZ E FEIJÃO,Frango assado,Macarrão ao molho rose,Alface,Maçã,Laranja,PÃO E CAFÉ,Contém glúten no pão e no macarrão ao molho rose. Não contém lactose.
2018-03-07,ARROZ E FEIJÃO,Strogonoff de carne,Batata chips,Multicor,Laranja pera,Abacaxi,PÃO E CAFÉ,Contém glúten no pão e no strogonoff de carne. Contém lactose no strogonoff de carne
2018-03-12,ARROZ E FEIJÃO,Paleta suína ao vinagrete quente,-----,Acelga com repolho roxo,Maçã,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
